Time resolution is 1 ps
 Block Memory Generator module loading initial data...
 Block Memory Generator data initialization complete.
Block Memory Generator module tb_top.uut.rom.inst.native_mem_module.blk_mem_gen_v8_4_9_inst is using a behavioral model for simulation which will not precisely model memory collision behavior.
Block Memory Generator module tb_top.uut.ram.inst.native_mem_module.blk_mem_gen_v8_4_9_inst is using a behavioral model for simulation which will not precisely model memory collision behavior.
Tiempo | addr        | valid ready | wstrb | tx_req | tx_data
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_tx.sv:51
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_tx.sv:84
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_rx.sv:69
WARNING: 0ns : none of the conditions were true for unique case from File:C:/Users/raque/Documents/Proyectos_Taller_Digitales/project_1/project_1.srcs/sources_1/imports/scr/uart/uart_rx.sv:69
            43195000 | 00000018 |   1     0   |  1111   |   0    |   00
            43205000 | 00000018 |   1     1   |  1111   |   0    |   00
            43215000 | 00000018 |   0     0   |  1111   |   0    |   00
            43235000 | 00000014 |   1     0   |  0000   |   0    |   00
            43245000 | 00000014 |   1     1   |  0000   |   0    |   00
            43255000 | 00000014 |   0     0   |  0000   |   0    |   00
            43275000 | 00000018 |   1     0   |  0000   |   0    |   00
            43285000 | 00000018 |   1     1   |  0000   |   0    |   00
            43295000 | 00000018 |   0     0   |  0000   |   0    |   00
            43305000 | 00000018 |   1     0   |  1111   |   0    |   00
            43315000 | 00000018 |   1     1   |  1111   |   0    |   00
            43325000 | 00000018 |   0     0   |  1111   |   0    |   00
            43345000 | 00000008 |   1     0   |  0000   |   0    |   00
            43355000 | 00000008 |   1     1   |  0000   |   0    |   00
            43365000 | 00000008 |   0     0   |  0000   |   0    |   00
            43385000 | 0000000c |   1     0   |  0000   |   0    |   00
            43395000 | 0000000c |   1     1   |  0000   |   0    |   00
            43405000 | 0000000c |   0     0   |  0000   |   0    |   00
            43425000 | 00000010 |   1     0   |  0000   |   0    |   00
            43435000 | 00000010 |   1     1   |  0000   |   0    |   00
            43445000 | 00000010 |   0     0   |  0000   |   0    |   00
            43455000 | 00000018 |   1     0   |  1111   |   0    |   00
            43465000 | 00000018 |   1     1   |  1111   |   0    |   00
            43475000 | 00000018 |   0     0   |  1111   |   0    |   00
            43495000 | 00000014 |   1     0   |  0000   |   0    |   00
            43505000 | 00000014 |   1     1   |  0000   |   0    |   00
            43515000 | 00000014 |   0     0   |  0000   |   0    |   00
            43535000 | 00000018 |   1     0   |  0000   |   0    |   00
            43545000 | 00000018 |   1     1   |  0000   |   0    |   00
            43555000 | 00000018 |   0     0   |  0000   |   0    |   00
            43565000 | 00000018 |   1     0   |  1111   |   0    |   00
            43575000 | 00000018 |   1     1   |  1111   |   0    |   00
            43585000 | 00000018 |   0     0   |  1111   |   0    |   00
            43605000 | 00000008 |   1     0   |  0000   |   0    |   00
            43615000 | 00000008 |   1     1   |  0000   |   0    |   00
            43625000 | 00000008 |   0     0   |  0000   |   0    |   00
            43645000 | 0000000c |   1     0   |  0000   |   0    |   00
            43655000 | 0000000c |   1     1   |  0000   |   0    |   00
            43665000 | 0000000c |   0     0   |  0000   |   0    |   00
            43685000 | 00000010 |   1     0   |  0000   |   0    |   00
            43695000 | 00000010 |   1     1   |  0000   |   0    |   00
            43705000 | 00000010 |   0     0   |  0000   |   0    |   00
            43715000 | 00000018 |   1     0   |  1111   |   0    |   00
            43725000 | 00000018 |   1     1   |  1111   |   0    |   00
            43735000 | 00000018 |   0     0   |  1111   |   0    |   00
            43755000 | 00000014 |   1     0   |  0000   |   0    |   00
            43765000 | 00000014 |   1     1   |  0000   |   0    |   00
            43775000 | 00000014 |   0     0   |  0000   |   0    |   00
            43795000 | 00000018 |   1     0   |  0000   |   0    |   00
            43805000 | 00000018 |   1     1   |  0000   |   0    |   00
            43815000 | 00000018 |   0     0   |  0000   |   0    |   00
            43825000 | 00000018 |   1     0   |  1111   |   0    |   00
            43835000 | 00000018 |   1     1   |  1111   |   0    |   00
            43845000 | 00000018 |   0     0   |  1111   |   0    |   00
            43865000 | 00000008 |   1     0   |  0000   |   0    |   00
            43875000 | 00000008 |   1     1   |  0000   |   0    |   00
            43885000 | 00000008 |   0     0   |  0000   |   0    |   00
            43905000 | 0000000c |   1     0   |  0000   |   0    |   00
            43915000 | 0000000c |   1     1   |  0000   |   0    |   00
            43925000 | 0000000c |   0     0   |  0000   |   0    |   00
            43945000 | 00000010 |   1     0   |  0000   |   0    |   00
            43955000 | 00000010 |   1     1   |  0000   |   0    |   00
            43965000 | 00000010 |   0     0   |  0000   |   0    |   00
            43975000 | 00000018 |   1     0   |  1111   |   0    |   00
            43985000 | 00000018 |   1     1   |  1111   |   0    |   00
            43995000 | 00000018 |   0     0   |  1111   |   0    |   00
            44015000 | 00000014 |   1     0   |  0000   |   0    |   00
            44025000 | 00000014 |   1     1   |  0000   |   0    |   00
            44035000 | 00000014 |   0     0   |  0000   |   0    |   00
            44055000 | 00000018 |   1     0   |  0000   |   0    |   00
            44065000 | 00000018 |   1     1   |  0000   |   0    |   00
            44075000 | 00000018 |   0     0   |  0000   |   0    |   00
            44085000 | 00000018 |   1     0   |  1111   |   0    |   00
            44095000 | 00000018 |   1     1   |  1111   |   0    |   00
            44105000 | 00000018 |   0     0   |  1111   |   0    |   00
            44125000 | 00000008 |   1     0   |  0000   |   0    |   00
            44135000 | 00000008 |   1     1   |  0000   |   0    |   00
            44145000 | 00000008 |   0     0   |  0000   |   0    |   00
            44165000 | 0000000c |   1     0   |  0000   |   0    |   00
            44175000 | 0000000c |   1     1   |  0000   |   0    |   00
            44185000 | 0000000c |   0     0   |  0000   |   0    |   00
            44205000 | 00000010 |   1     0   |  0000   |   0    |   00
            44215000 | 00000010 |   1     1   |  0000   |   0    |   00
            44225000 | 00000010 |   0     0   |  0000   |   0    |   00
            44235000 | 00000018 |   1     0   |  1111   |   0    |   00
            44245000 | 00000018 |   1     1   |  1111   |   0    |   00
            44255000 | 00000018 |   0     0   |  1111   |   0    |   00
            44275000 | 00000014 |   1     0   |  0000   |   0    |   00
            44285000 | 00000014 |   1     1   |  0000   |   0    |   00
            44295000 | 00000014 |   0     0   |  0000   |   0    |   00
            44315000 | 00000018 |   1     0   |  0000   |   0    |   00
            44325000 | 00000018 |   1     1   |  0000   |   0    |   00
            44335000 | 00000018 |   0     0   |  0000   |   0    |   00
            44345000 | 00000018 |   1     0   |  1111   |   0    |   00
            44355000 | 00000018 |   1     1   |  1111   |   0    |   00
            44365000 | 00000018 |   0     0   |  1111   |   0    |   00
            44385000 | 00000008 |   1     0   |  0000   |   0    |   00
            44395000 | 00000008 |   1     1   |  0000   |   0    |   00
            44405000 | 00000008 |   0     0   |  0000   |   0    |   00
            44425000 | 0000000c |   1     0   |  0000   |   0    |   00
            44435000 | 0000000c |   1     1   |  0000   |   0    |   00
            44445000 | 0000000c |   0     0   |  0000   |   0    |   00
            44465000 | 00000010 |   1     0   |  0000   |   0    |   00
            44475000 | 00000010 |   1     1   |  0000   |   0    |   00
            44485000 | 00000010 |   0     0   |  0000   |   0    |   00
            44495000 | 00000018 |   1     0   |  1111   |   0    |   00
            44505000 | 00000018 |   1     1   |  1111   |   0    |   00
            44515000 | 00000018 |   0     0   |  1111   |   0    |   00
            44535000 | 00000014 |   1     0   |  0000   |   0    |   00
            44545000 | 00000014 |   1     1   |  0000   |   0    |   00
            44555000 | 00000014 |   0     0   |  0000   |   0    |   00
            44575000 | 00000018 |   1     0   |  0000   |   0    |   00
            44585000 | 00000018 |   1     1   |  0000   |   0    |   00
            44595000 | 00000018 |   0     0   |  0000   |   0    |   00
            44605000 | 00000018 |   1     0   |  1111   |   0    |   00
            44615000 | 00000018 |   1     1   |  1111   |   0    |   00
            44625000 | 00000018 |   0     0   |  1111   |   0    |   00
            44645000 | 00000008 |   1     0   |  0000   |   0    |   00
            44655000 | 00000008 |   1     1   |  0000   |   0    |   00
            44665000 | 00000008 |   0     0   |  0000   |   0    |   00
            44685000 | 0000000c |   1     0   |  0000   |   0    |   00
            44695000 | 0000000c |   1     1   |  0000   |   0    |   00
            44705000 | 0000000c |   0     0   |  0000   |   0    |   00
            44725000 | 00000010 |   1     0   |  0000   |   0    |   00
            44735000 | 00000010 |   1     1   |  0000   |   0    |   00
            44745000 | 00000010 |   0     0   |  0000   |   0    |   00
            44755000 | 00000018 |   1     0   |  1111   |   0    |   00
            44765000 | 00000018 |   1     1   |  1111   |   0    |   00
            44775000 | 00000018 |   0     0   |  1111   |   0    |   00
            44795000 | 00000014 |   1     0   |  0000   |   0    |   00
            44805000 | 00000014 |   1     1   |  0000   |   0    |   00
            44815000 | 00000014 |   0     0   |  0000   |   0    |   00
            44835000 | 00000018 |   1     0   |  0000   |   0    |   00
            44845000 | 00000018 |   1     1   |  0000   |   0    |   00
            44855000 | 00000018 |   0     0   |  0000   |   0    |   00
            44865000 | 00000018 |   1     0   |  1111   |   0    |   00
            44875000 | 00000018 |   1     1   |  1111   |   0    |   00
            44885000 | 00000018 |   0     0   |  1111   |   0    |   00
            44905000 | 00000008 |   1     0   |  0000   |   0    |   00
            44915000 | 00000008 |   1     1   |  0000   |   0    |   00
            44925000 | 00000008 |   0     0   |  0000   |   0    |   00
            44945000 | 0000000c |   1     0   |  0000   |   0    |   00
            44955000 | 0000000c |   1     1   |  0000   |   0    |   00
            44965000 | 0000000c |   0     0   |  0000   |   0    |   00
            44985000 | 00000010 |   1     0   |  0000   |   0    |   00
            44995000 | 00000010 |   1     1   |  0000   |   0    |   00
            45005000 | 00000010 |   0     0   |  0000   |   0    |   00
            45015000 | 00000018 |   1     0   |  1111   |   0    |   00
            45025000 | 00000018 |   1     1   |  1111   |   0    |   00
            45035000 | 00000018 |   0     0   |  1111   |   0    |   00
            45055000 | 00000014 |   1     0   |  0000   |   0    |   00
            45065000 | 00000014 |   1     1   |  0000   |   0    |   00
            45075000 | 00000014 |   0     0   |  0000   |   0    |   00
            45095000 | 00000018 |   1     0   |  0000   |   0    |   00
            45105000 | 00000018 |   1     1   |  0000   |   0    |   00
            45115000 | 00000018 |   0     0   |  0000   |   0    |   00
            45125000 | 00000018 |   1     0   |  1111   |   0    |   00
            45135000 | 00000018 |   1     1   |  1111   |   0    |   00
            45145000 | 00000018 |   0     0   |  1111   |   0    |   00
            45165000 | 00000008 |   1     0   |  0000   |   0    |   00
            45175000 | 00000008 |   1     1   |  0000   |   0    |   00
            45185000 | 00000008 |   0     0   |  0000   |   0    |   00
            45205000 | 0000000c |   1     0   |  0000   |   0    |   00
            45215000 | 0000000c |   1     1   |  0000   |   0    |   00
            45225000 | 0000000c |   0     0   |  0000   |   0    |   00
            45245000 | 00000010 |   1     0   |  0000   |   0    |   00
            45255000 | 00000010 |   1     1   |  0000   |   0    |   00
            45265000 | 00000010 |   0     0   |  0000   |   0    |   00
            45275000 | 00000018 |   1     0   |  1111   |   0    |   00
            45285000 | 00000018 |   1     1   |  1111   |   0    |   00
            45295000 | 00000018 |   0     0   |  1111   |   0    |   00
            45315000 | 00000014 |   1     0   |  0000   |   0    |   00
            45325000 | 00000014 |   1     1   |  0000   |   0    |   00
            45335000 | 00000014 |   0     0   |  0000   |   0    |   00
            45355000 | 00000018 |   1     0   |  0000   |   0    |   00
            45365000 | 00000018 |   1     1   |  0000   |   0    |   00
            45375000 | 00000018 |   0     0   |  0000   |   0    |   00
            45385000 | 00000018 |   1     0   |  1111   |   0    |   00
